question_id,system_declared,system_code,discipline_code,discipline_name,topic_declared,subtopic_declared,learning_objective_declared,keywords,difficulty_declared,integrative_declared,integrated_disciplines_declared,clinical_correlation_declared,has_image,editorial_status,curricular_mapping_status,medical_audit_status
CB-BCM-037,DIG,DIG,BCM,Biologia Celular e Molecular,Organelas,Mitocôndria (função),Reconhecer a mitocôndria como principal produtora de ATP na respiração aeróbia.,mitocondria | ATP | respiracao celular | fosforilacao oxidativa,basica,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-038,RENAL,RENAL,BCM,Biologia Celular e Molecular,Transporte de membrana,Transporte passivo x ativo,"Distinguir transporte passivo (a favor do gradiente, sem energia) de ativo (contra o gradiente, com ATP).",transporte passivo | transporte ativo | gradiente de concentracao | bomba de sodio e potassio,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-039,HEMATO,HEMATO,BCM,Biologia Celular e Molecular,Núcleo e material genético,"DNA, gene e cromossomo",Organizar a hierarquia DNA → gene (trecho) → cromossomo (DNA compactado com muitos genes).,DNA | gene | cromossomo | material genetico,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-040,ENDO,ENDO,BCM,Biologia Celular e Molecular,Comunicação celular,Receptores de membrana x intracelulares,Relacionar a solubilidade do hormônio ao tipo de receptor (intracelular x membrana).,receptores de membrana | receptores intracelulares | hormonios esteroides | sinalizacao celular,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-041,TEG,TEG,BCM,Biologia Celular e Molecular,Junções celulares,Tipos de junção,"Distinguir junção oclusiva (veda), desmossomo (ancora) e comunicante (conecta por canais).",juncao oclusiva | desmossomo | juncao comunicante | epitelio,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-042,NERV,NERV,BCM,Biologia Celular e Molecular,Citoesqueleto,Transporte axonal,Compreender o transporte axonal por microtúbulos e proteínas motoras (cinesina/dineína).,transporte axonal | microtubulos | cinesina | dineina,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-043,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Morte celular,Apoptose: via intrínseca x extrínseca,"Distinguir apoptose intrínseca (mitocondrial, dano interno) de extrínseca (receptores de morte, imune).",apoptose | via intrinseca | via extrinseca | Fas,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-044,HEMATO,HEMATO,BCM,Biologia Celular e Molecular,Processamento do RNA,Splicing,"Compreender o splicing (remoção de íntrons, junção de éxons) e sua relação com doenças.",splicing | introns | exons | talassemia,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-045,REPRO,REPRO,BCM,Biologia Celular e Molecular,Sinalização celular,Hormônios esteroides e receptores nucleares,"Compreender que os esteroides usam receptores intracelulares e agem como fatores de transcrição, com efeito lento e duradouro.",hormonios esteroides | receptor nuclear | fator de transcricao | expressao genica,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-046,TEG,TEG,BCM,Biologia Celular e Molecular,Adesão celular,Matriz extracelular e integrinas,Compreender a matriz extracelular e o papel das integrinas na adesão e na sinalização celular.,matriz extracelular | integrinas | colageno | adesao celular,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-047,TEG,TEG,BCM,Biologia Celular e Molecular,Ciclo celular,Pontos de checagem e câncer,Compreender o papel dos pontos de checagem do ciclo celular e sua relação com a carcinogênese.,ciclo celular | checkpoint | p53 | cancer,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-048,ENDO,ENDO,BCM,Biologia Celular e Molecular,Organelas,Via secretora (retículo e Golgi),"Compreender a via secretora (retículo rugoso, Golgi, vesículas) na produção e exportação de proteínas.",via secretora | reticulo endoplasmatico | complexo de golgi | exocitose,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-049,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Transporte celular,Endocitose e fagocitose,Compreender endocitose e fagocitose e o papel da fagocitose na imunidade inata.,endocitose | fagocitose | macrofagos | imunidade inata,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-050,TEG,TEG,BCM,Biologia Celular e Molecular,Reparo do DNA,Mecanismos e falhas,Compreender a importância do reparo do DNA e a relação de sua falha com mutações e câncer.,reparo do DNA | radiacao ultravioleta | mutacao | xeroderma pigmentoso,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-051,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Organelas,Lisossomos e doenças de depósito,Compreender a função digestiva dos lisossomos e a origem das doenças de depósito lisossômico.,lisossomos | enzimas digestivas | doencas de deposito | genetica,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-052,ENDO,ENDO,BCM,Biologia Celular e Molecular,Sinalização celular,Segundos mensageiros,Compreender a sinalização por receptores de superfície e segundos mensageiros (AMP cíclico) com amplificação.,segundo mensageiro | AMP ciclico | receptor de superficie | sinalizacao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-053,HEMATO,HEMATO,BCM,Biologia Celular e Molecular,Diferenciação celular,Células-tronco,Compreender as propriedades das células-tronco usando a hematopoiese como exemplo.,celulas-tronco | autorrenovacao | hematopoiese | diferenciacao,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-054,LOCO,LOCO,BCM,Biologia Celular e Molecular,Matriz extracelular,Matriz óssea e mineralização,Compreender a composição da matriz óssea (colágeno e hidroxiapatita) e a mineralização.,matriz ossea | colageno | hidroxiapatita | mineralizacao,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-055,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Citoesqueleto,Migração de leucócitos,Relacionar o citoesqueleto (actina) à migração dos leucócitos na defesa imune.,citoesqueleto | actina | diapedese | quimiotaxia,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-056,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Expressão gênica,Regulação,"Compreender que a diversidade celular vem da expressão diferencial de genes, não de DNAs distintos.",expressao genica | fatores de transcricao | diferenciacao | epigenetica,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-057,REPRO,REPRO,BCM,Biologia Celular e Molecular,Divisão celular,Meiose e gametas,Compreender a meiose (redução cromossômica e variabilidade) na formação dos gametas.,meiose | gametas | haploide | crossing-over,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-058,TEG,TEG,BCM,Biologia Celular e Molecular,Membrana plasmática,Estrutura,Reconhecer a estrutura da membrana (bicamada de fosfolipídios com proteínas) e a permeabilidade seletiva.,membrana plasmatica | bicamada lipidica | permeabilidade seletiva | proteinas de membrana,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-059,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Comunicação celular,Citocinas,Compreender o papel das citocinas na comunicação e na coordenação da resposta imune.,citocinas | comunicacao celular | resposta imune | receptores,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-060,REPRO,REPRO,BCM,Biologia Celular e Molecular,Fecundação,Eventos celulares,"Compreender os eventos celulares da fecundação (reconhecimento, reação acrossômica, bloqueio da poliespermia).",fecundacao | reacao acrossomica | poliespermia | zigoto,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-061,RENAL,RENAL,BCM,Biologia Celular e Molecular,Transporte de membrana,Transporte epitelial,"Compreender o transporte epitelial polarizado na reabsorção renal (bomba de sódio, transporte acoplado).",transporte epitelial | polaridade celular | bomba de sodio | reabsorcao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-062,RENAL,RENAL,BCM,Biologia Celular e Molecular,Transporte de membrana,Aquaporinas,Compreender as aquaporinas e a regulação da reabsorção de água pelo ADH no rim.,aquaporinas | canais de agua | ADH | reabsorcao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-063,NERV,NERV,BCM,Biologia Celular e Molecular,Excitabilidade,Potencial de ação,Compreender a base iônica do potencial de ação (canais de sódio e potássio) e sua propagação.,potencial de acao | canais ionicos | despolarizacao | axonio,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-064,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Reconhecimento celular,MHC e apresentação de antígenos,Compreender o papel do MHC na apresentação de antígenos e na distinção próprio/estranho.,MHC | apresentacao de antigenos | linfocitos T | transplante,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-065,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Morte celular,Apoptose,Compreender a apoptose (morte celular programada) e sua importância no equilíbrio dos tecidos.,apoptose | morte celular programada | fagocitos | cancer,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-066,REPRO,REPRO,BCM,Biologia Celular e Molecular,Diferenciação celular,Células-tronco,"Compreender as células-tronco (autorrenovação, diferenciação) e os tipos embrionário e adulto.",celulas-tronco | autorrenovacao | diferenciacao | pluripotente,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-067,TEG,TEG,BCM,Biologia Celular e Molecular,Junções celulares,Adesão na epiderme,Compreender as junções de adesão (desmossomos) na coesão e resistência da epiderme.,desmossomos | juncoes celulares | queratinocitos | adesao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-068,RENAL,RENAL,BCM,Biologia Celular e Molecular,Transporte de membrana,Transportadores no néfron,Compreender a reabsorção tubular por cotransporte (glicose-sódio) e a saturação (glicosúria).,cotransporte | glicose | nefron | glicosuria,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-069,LOCO,LOCO,BCM,Biologia Celular e Molecular,Citoesqueleto,Proteínas estruturais do músculo,Compreender o papel das proteínas estruturais (distrofina) na integridade da fibra e a distrofia muscular.,distrofina | citoesqueleto | distrofia muscular | fibra muscular,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-070,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Proteínas,Estrutura dos anticorpos,Compreender a estrutura dos anticorpos (regiões constante e variável) e a origem da especificidade.,anticorpos | regiao variavel | antigeno | especificidade,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-071,REPRO,REPRO,BCM,Biologia Celular e Molecular,Divisão celular,Meiose,Compreender a meiose (redução dos cromossomos e recombinação) e sua importância.,meiose | gametas | cromossomos | recombinacao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-072,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Apresentação antigênica,MHC,Compreender a apresentação de antígenos via MHC e o reconhecimento pelos linfócitos T.,MHC | apresentacao de antigenos | linfocitos T | peptideos,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-073,TEG,TEG,BCM,Biologia Celular e Molecular,Junções celulares,Desmossomos e adesão,"Compreender as junções celulares (desmossomos, oclusão, comunicantes) e a adesão nos epitélios.",juncoes celulares | desmossomos | adesao celular | epitelio,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-074,TEG,TEG,BCM,Biologia Celular e Molecular,Ciclo celular,Renovação epitelial,Compreender a renovação epitelial pelo ciclo celular e seu controle.,ciclo celular | celulas-tronco | renovacao epitelial | cancer,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-075,HEMATO,HEMATO,BCM,Biologia Celular e Molecular,Morte celular,Apoptose,"Compreender a apoptose (morte programada), suas funções e a relação com o câncer.",apoptose | morte celular programada | necrose | cancer,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-076,REPRO,REPRO,BCM,Biologia Celular e Molecular,Fecundação,Encontro dos gametas,"Compreender a fecundação em nível celular (fusão, união dos núcleos, zigoto).",fecundacao | zigoto | gametas | fusao de membranas,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-077,IMUNO,IMUNO,BCM,Biologia Celular e Molecular,Sinalização celular,Receptores,"Compreender a sinalização celular (receptor, cascata, resposta).",sinalizacao celular | receptores | cascata de sinalizacao | comunicacao celular,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-078,LOCO,LOCO,BCM,Biologia Celular e Molecular,DNA,Mutação e reparo,"Compreender o dano ao DNA, os sistemas de reparo e a origem das mutações.",reparo do DNA | mutacao | dano ao DNA | cancer,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BCM-079,RENAL,RENAL,BCM,Biologia Celular e Molecular,Membrana plasmática,Transporte de membrana,Compreender transporte passivo e ativo através da membrana.,transporte de membrana | transporte passivo | transporte ativo | bomba de sodio e potassio,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-001,DIG,DIG,BIOQ,Bioquímica,Digestão de lipídios,Sais biliares e micelas,"Sem bile não há micela: a gordura até é digerida, mas não é absorvida, causando esteatorreia e deficiência de vitaminas lipossolúveis.",sais biliares | micela | emulsificação | esteatorreia | vitaminas lipossolúveis,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-002,ENDO,ENDO,BIOQ,Bioquímica,Metabolismo no jejum,Glucagon e glicogenólise,"Jejum: glucagon aumenta e ativa a glicogenólise hepática, liberando glicose. A insulina faz o inverso.",glucagon | glicogenólise | jejum | glicemia | fígado,intermediaria,True,BIOQ | FISI,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-003,HEMATO,HEMATO,BIOQ,Bioquímica,Metabolismo da bilirrubina,Conjugação hepática,"Bilirrubina não conjugada (lipossolúvel) é conjugada no fígado com ácido glicurônico (UGT), ficando hidrossolúvel e excretável na bile.",bilirrubina | conjugação | ácido glicurônico | UGT | icterícia neonatal,avancada,True,BIOQ | FISI,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-004,LOCO,LOCO,BIOQ,Bioquímica,Metabolismo energético,Fontes de ATP no músculo,Esforço máximo de segundos: creatina fosfato primeiro; depois glicólise anaeróbia (lactato); esforço prolongado: fosforilação oxidativa.,creatina fosfato | ATP | glicólise anaeróbia | exercício | metabolismo muscular,avancada,True,BIOQ | FISI,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-005,ENDO,ENDO,BIOQ,Bioquímica,Metabolismo integrado,Cetoacidose diabética,"Sem insulina, a lipólise se desinibe e o fígado converte ácidos graxos em corpos cetônicos, gerando cetoacidose.",cetoacidose | insulina | lipólise | corpos cetônicos | diabetes tipo 1,avancada,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-006,HEMATO,HEMATO,BIOQ,Bioquímica,Metabolismo do ferro,Síntese de hemoglobina,"Falta de ferro leva a menos heme e hemoglobina, gerando hemácias microcíticas e hipocrômicas (anemia ferropriva).",ferro | heme | hemoglobina | anemia ferropriva | microcítica,intermediaria,False,,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-007,DIG,DIG,BIOQ,Bioquímica,Cinetica enzimatica,Km e Vmax,"Km = concentracao de substrato para metade da Vmax; menor Km, maior afinidade. Vmax = velocidade com enzima saturada.",Km | Vmax | Michaelis-Menten | afinidade | enzima,intermediaria,False,,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-008,TEG,TEG,BIOQ,Bioquímica,Vitaminas,Vitamina C e colageno,Vitamina C e cofator da hidroxilacao do colageno; sua falta desestabiliza o colageno e causa escorbuto.,vitamina C | colageno | hidroxilacao | escorbuto | cofator,intermediaria,True,BIOQ | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-009,HEMATO,HEMATO,BIOQ,Bioquímica,Estresse oxidativo,Deficiencia de G6PD,"G6PD gera NADPH, que mantem a glutationa reduzida; sua falta deixa a hemacia sem defesa oxidativa, causando hemolise.",G6PD | NADPH | glutationa | estresse oxidativo | hemolise,avancada,True,BIOQ | FISI,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-010,ENDO,ENDO,BIOQ,Bioquímica,Metabolismo lipidico,LDL e HDL,LDL leva colesterol aos tecidos (aterogenico); HDL o remove de volta ao figado (protetor).,LDL | HDL | colesterol | lipoproteina | aterosclerose,intermediaria,True,BIOQ | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-011,DIG,DIG,BIOQ,Bioquímica,Ciclo da ureia,Hiperamonemia,Ciclo da ureia (figado) converte amonia toxica em ureia; sua falha causa hiperamonemia e encefalopatia.,ciclo da ureia | amonia | encefalopatia hepatica | figado | cirrose,avancada,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-012,HEMATO,HEMATO,BIOQ,Bioquímica,Coagulacao,Vitamina K e varfarina,"Varfarina inibe a vitamina K, reduzindo os fatores II, VII, IX e X e a coagulacao.",varfarina | vitamina K | fatores de coagulacao | INR | anticoagulante,intermediaria,True,BIOQ | FARM,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-013,NERV,NERV,BIOQ,Bioquímica,Neurotransmissores,Sintese de dopamina,Dopamina vem da tirosina (via L-dopa); a levodopa repoe essa via no Parkinson.,dopamina | tirosina | levodopa | Parkinson | catecolamina,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-014,TEG,TEG,BIOQ,Bioquímica,Metabolismo da bilirrubina,Bilirrubina indireta,Bilirrubina vem do heme; a hemolise eleva a indireta (nao conjugada) antes da conjugacao hepatica.,bilirrubina indireta | heme | hemolise | ictericia | conjugacao,intermediaria,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-015,LOCO,LOCO,BIOQ,Bioquímica,Metabolismo energetico,Ciclo de Cori,"Ciclo de Cori: o lactato do musculo vai ao figado, vira glicose e retorna ao musculo.",ciclo de Cori | lactato | gliconeogenese | glicolise anaerobia | figado,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-016,ENDO,ENDO,BIOQ,Bioquímica,Cadeia respiratoria,Intoxicacao por cianeto,Cianeto inibe o complexo IV da cadeia respiratoria: a celula nao usa oxigenio nem produz ATP aerobio.,cadeia respiratoria | complexo IV | cianeto | fosforilacao oxidativa | hipoxia histotoxica,avancada,True,BIOQ | FISI,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-017,HEMATO,HEMATO,BIOQ,Bioquímica,Metabolismo do ferro,Ferritina e transferrina,Ferritina armazena ferro nos tecidos; transferrina o transporta. Ferritina baixa indica deficiencia de ferro.,ferritina | transferrina | ferro | anemia ferropriva | estoques,intermediaria,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-018,ENDO,ENDO,BIOQ,Bioquímica,Metabolismo integrado,Alimentado e jejum,Alimentado: insulina (armazena); jejum: glucagon (mobiliza). Eles se opoem e coordenam o metabolismo.,insulina | glucagon | estado alimentado | jejum | metabolismo integrado,avancada,True,BIOQ | FISI,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-019,LOCO,LOCO,BIOQ,Bioquímica,Estrutura de proteinas,Niveis de estrutura,"Proteina: primaria (sequencia), secundaria (helice/folha), terciaria (3D), quaternaria (varias cadeias). Estrutura define funcao.",estrutura primaria | estrutura secundaria | estrutura terciaria | desnaturacao | proteina,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-020,LOCO,LOCO,BIOQ,Bioquímica,Metabolismo do calcio,PTH e vitamina D,"Calcio baixo: PTH e vitamina D elevam a calcemia (osso, rim, intestino). A calcitonina baixa o calcio.",PTH | vitamina D | calcitonina | calcemia | paratireoide,intermediaria,True,BIOQ | FISI,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-021,ENDO,ENDO,BIOQ,Bioquímica,Hormonios tireoidianos,Iodo,T3/T4 dependem do iodo (dieta); sua falta reduz os hormonios e causa bocio e hipotireoidismo.,iodo | T3 | T4 | bocio | hipotireoidismo,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-022,DIG,DIG,BIOQ,Bioquímica,Enzimas digestivas,Enzimas pancreaticas,"Enzimas pancreaticas: amilase (carboidratos), lipase (gorduras), tripsina (proteinas). Elevam-se na pancreatite.",amilase | lipase | tripsina | pancreas | pancreatite,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-023,LOCO,LOCO,BIOQ,Bioquímica,Glicólise,Glicólise anaeróbia e lactato,"Glicólise anaeróbia gera ATP e converte piruvato em lactato, regenerando NAD+ para continuar sem O2.",glicolise anaerobia | lactato | NAD+ | ATP | ciclo de Cori,intermediaria,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-024,DIG,DIG,BIOQ,Bioquímica,Ciclo da ureia,Hiperamonemia,O fígado converte amônio tóxico em ureia (ciclo da ureia); na falência hepática o amônio acumula e causa encefalopatia.,ciclo da ureia | amonio | hiperamonemia | encefalopatia hepatica | figado,intermediaria,True,BIOQ | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-025,CARDIO,CARDIO,BIOQ,Bioquímica,Lipoproteínas,LDL e HDL,LDL leva colesterol aos tecidos/artérias (aterogênica); HDL faz o transporte reverso ao fígado (protetora).,LDL | HDL | colesterol | aterosclerose | lipoproteina,intermediaria,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-026,DIG,DIG,BIOQ,Bioquímica,Cinética enzimática,Inibição competitiva e não competitiva,"Inibidor competitivo: disputa o sítio ativo, é revertido por mais substrato (Vmax mantida, Km aparente maior).",cinetica enzimatica | inibicao competitiva | Km | Vmax | Michaelis-Menten,intermediaria,True,BIOQ | FARM,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-027,TEG,TEG,BIOQ,Bioquímica,Vitaminas,Vitamina C e colágeno (escorbuto),"Vitamina C é cofator na hidroxilação do colágeno; sua falta (escorbuto) causa colágeno frágil, sangramento e má cicatrização.",vitamina C | colageno | escorbuto | hidroxilacao | cicatrizacao,basica,True,BIOQ | HIST,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-028,HEMATO,HEMATO,BIOQ,Bioquímica,Estresse oxidativo,Deficiência de G6PD,Sem G6PD falta NADPH; a hemácia não neutraliza radicais livres e sofre hemólise sob estresse oxidativo.,G6PD | NADPH | estresse oxidativo | hemolise | glutationa,intermediaria,True,BIOQ | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-BIOQ-029,ENDO,ENDO,BIOQ,Bioquímica,Metabolismo lipídico,Corpos cetônicos,"Corpos cetônicos: o fígado os produz da beta-oxidação de ácidos graxos quando falta glicose/insulina (jejum, diabetes).",corpos cetonicos | beta-oxidacao | cetoacidose | jejum | acetil-CoA,avancada,True,BIOQ | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
